max_staleness,steps,batch_prompts,group_size,horizon,producer_ahead,refresh_every,consumed_steps,mean_lag,max_lag,on_policy_fraction,mean_kl,reward_start,reward_end,reward_gain,reward_gap_vs_s0,throughput_steps_per_s,throughput_ratio_vs_s0,wall_time_s,queue_admitted,queue_rejected_stale,queue_evicted
0,60,8,8,12,1,1,60,0.0,0,1.0,1.969696166947122,-311.45623779296875,-5.0464684441471866e-17,311.45623779296875,0.0,15.881463076437742,1.0,3.777989452937618,60,0,0
1,60,8,8,12,2,2,60,0.5,1,0.5,1.870896601653577,-311.45623779296875,-5.0464684441471866e-17,311.45623779296875,0.0,9.796946753725827,0.6168793584427934,6.124357058200985,120,0,60
2,60,8,8,12,2,2,60,1.4666666666666666,2,0.016666666666666666,1.8601875017820728,-311.45623779296875,-5.0464684441471866e-17,311.45623779296875,0.0,9.800940297209197,0.6171308178621271,6.121861594961956,120,0,57
4,60,8,8,12,2,2,60,1.4666666666666666,2,0.016666666666666666,1.8601875017820728,-311.45623779296875,-5.0464684441471866e-17,311.45623779296875,0.0,9.797567111543188,0.6169184201976441,6.12396927899681,120,0,57
8,60,8,8,12,2,2,60,1.4666666666666666,2,0.016666666666666666,1.8601875017820728,-311.45623779296875,-5.0464684441471866e-17,311.45623779296875,0.0,9.805495646853531,0.6174176522439727,6.119017555145547,120,0,57
